epoch,loss,val_loss
0,0.45883217339099786,0.2467363029718399
1,0.36158146553542503,0.22152568772435188
2,0.2967824734006886,0.1669795922935009
3,0.24060099571943283,0.14218635857105255
4,0.21641085292335457,0.11939118430018425
5,0.207952037362975,0.17630591616034508
6,0.1947314535205311,0.10757528245449066
7,0.17308901241294752,0.09699367731809616
8,0.14173473538660858,0.06633252277970314
9,0.11569234399355449,0.08919651061296463
10,0.08348370980448704,0.04848950169980526
11,0.07064532634800273,0.02457156451418996
12,0.05676569173048283,0.0458907401189208
13,0.05165436723350753,0.03516181465238333
14,0.053692698104658425,0.03774201963096857
15,0.04958716619752242,0.02209155261516571
16,0.04906469719526008,0.022283881902694702
17,0.04994432984815408,0.07593539357185364
18,0.04530867542807036,0.038026755675673485
19,0.04092998847244477,0.020589257590472698
20,0.03422391810454428,0.019482023315504193
21,0.03461812438091932,0.03174170106649399
22,0.03405750572726765,0.016525381710380316
23,0.0346594300672684,0.020068756537511945
24,0.029593652824570875,0.024451795499771833
25,0.029856972879981413,0.0224083811044693
26,0.028610145582479346,0.026797490660101175
27,0.026398733403707495,0.014594856649637222
28,0.02766576210796289,0.03162704315036535
29,0.02483511294104144,0.023097247816622257
30,0.026522495313481432,0.011379937641322613
31,0.023422534726786806,0.011035050731152296
32,0.02509808243001088,0.027243951801210642
33,0.023514389946422035,0.035824406892061234
34,0.02307558583561331,0.03257716679945588
35,0.02746806187558972,0.015025062020868063
36,0.020563451308779734,0.013515320839360356
37,0.02281832827999432,0.01122671039775014
38,0.024860962345047605,0.027437217067927122
39,0.01910232415925296,0.01625260547734797
40,0.017827974964862662,0.019512583035975695
41,0.01791868546815177,0.03351759631186724
42,0.020217699231107628,0.010581951355561614
43,0.02455566947784796,0.016549279680475593
44,0.022306733896944514,0.021962227765470743
45,0.019443527755703453,0.012455358169972897
46,0.0188760172224341,0.009896751493215561
47,0.018020428199525054,0.013611783273518085
48,0.01741224251551512,0.019009153358638287
49,0.015797548851803036,0.013206063536927104
50,0.01550336610374719,0.02036698255687952
51,0.01588110097931437,0.01824657479301095
52,0.023277509092347617,0.03815590962767601
53,0.021185084610693836,0.011318380944430828
54,0.015267939828185112,0.008920022053644061
