epoch,loss,val_loss
0,0.3369921505451202,0.11886604067745742
1,0.15508903988770076,0.09299709478562529
2,0.05890818755896318,0.018842235598322394
3,0.01787394517589183,0.007230313247317201
4,0.012335392353790147,0.00527474834499034
5,0.012502928092366174,0.00415335857745755
6,0.009906639324589853,0.004997190635104279
7,0.007967217944207645,0.004335705501066481
8,0.007685476502492314,0.005070989243230307
9,0.006084154414101726,0.003941570417597317
10,0.005552214807165521,0.0033700217059780876
11,0.0048175892996646106,0.00444973752853441
12,0.005321892359781833,0.003877972114271113
13,0.004728976934704752,0.0028477956881173528
14,0.004366429898710478,0.002569489470451836
15,0.003984293784236624,0.004108406905364896
16,0.0042514808697714694,0.0037981530169507007
17,0.0034947977427925384,0.002663379609975573
18,0.003082008556507173,0.002398983243253681
19,0.0029170516634448654,0.00231581077328069
20,0.002768760772333259,0.0022409079177956375
21,0.0027090519218749944,0.004005981781813023
22,0.002948214234562502,0.0024411493197565417
23,0.0022858561508889708,0.0020944709764220393
24,0.002073303868417584,0.0020204816051022883
25,0.002068630891985127,0.0018544744413632613
26,0.0017764883446285413,0.002179541334451235
27,0.0019469641727794494,0.0020920242178025885
28,0.0017976043714831272,0.001992729719210468
29,0.001683805574707332,0.001981386424765199
30,0.0017956854163536005,0.002208584717676773
31,0.0017995474551848712,0.0018402023071592505
32,0.0016335747745775042,0.0016368252137298142
33,0.0013138641193065615,0.0015962184337619042
34,0.001470701000431464,0.0018395606645747655
35,0.001255898509407416,0.001489912686459199
36,0.001127002284795578,0.0016683843361304982
37,0.0010408078865813358,0.0018205402489797167
38,0.0011326821347964662,0.001849512377073272
39,0.0009894670812147005,0.0014225778200865522
40,0.0008828605889409249,0.0017662995496530321
41,0.0010477564529892767,0.0015219513142084168
42,0.0009621179391009113,0.0016366055278413624
43,0.0008594124978186474,0.0022972832589371168
44,0.0008010110377688848,0.0016181537917313667
45,0.0008843258424617705,0.0016375562852619775
46,0.00074941488548315,0.0013669855339888978
47,0.0006616413370994407,0.0015779924351018626
48,0.000606108434620269,0.0013997963128181605
49,0.0005346981499211065,0.0014315059590088268
50,0.0005408341193660384,0.0013724545548487637
51,0.0006333672683242531,0.0018179216328519886
52,0.0006662470304096738,0.001776700740080926
53,0.000949288172968885,0.0021288825509991577
54,0.000619851932805475,0.00133226192035302
55,0.0005480922791286416,0.0013232450941219353
56,0.0004475905251733604,0.0015961330805716295
57,0.0004029896914116329,0.0013592909725213592
58,0.0003803055166056202,0.0013698001296122695
59,0.0003740578979098548,0.0013358949596498657
60,0.0003396657846280418,0.001492408850357275
61,0.0003809042810462415,0.0015402135693214157
62,0.00044001129444777256,0.001488042460067419
63,0.0004204348935413041,0.0015284423769282346
64,0.00034103089123077335,0.0014978216039472736
65,0.00031937596433895775,0.0013085531784788138
66,0.0002980799641504529,0.0012969037324965156
